author,bookformat,desc,genre,img,isbn,link,pages,title,quantity
"Johannes W. Rohen,Chihiro Yokochi,Elke LÃ¼tjen-Drecoll",Hardcover,"The on-going core of this atlas is its standard of realistic illustrations that portray anatomical relationships. Photographs of actual cadaver dissections along with numerous schematic drawings aid the student in anatomic orientation. Chapters are organized by region, in order of a typical dissection. Each chapter contains two sections: a description and illustration of organs, and a depiction of those organs within the regional anatomy. New to this edition is an increase of MRI pictures, approximately 30 schematic drawings made even more precise, and an updated text where appropriate.,A Brandon-Hill recommended title.","Health,Medicine,Science,Medical,Reference,Textbooks,Nonfiction,Health,Academic,School",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1180145498l/1004081._SX318_.jpg,781731941,https://goodreads.com/book/show/1004081.Color_Atlas_of_Anatomy,528,Color Atlas of Anatomy: A Photographic Study of the Human Body,139
Sten Nadolny,Paperback,""",Die Entdeckung der Langsamkeit,"" ist auf den ersten Blick zugleich ein Seefahrerroman, ein Roman Ã¼ber das Abenteuer und die Sehnsucht danach und ein Entwicklungsroman. Doch hat Sten Nadolny die Biographie des englischen Seefahrers und Nordpolforschers John Franklin (1786-1847) zu einer subtilen Studie Ã¼ber die Zeit umgeschrieben: die Langsamkeit als eine Kunst, dem Rhythmus des Lebens Sinn zu verleihen. Wie bei einem Palimpsest erscheint hinter den SÃ¤tzen eine andere Schrift, hinter der PrÃ¤gnanz und Redlichkeit der AufklÃ¤rung verbergen sich Humor und Traurigkeit der Romantik.,Von Kindheit an trÃ¤umt John Franklin davon, zur See zu fahren, obwohl er dafÃ¼r denkbar ungeeignet ist: Langsam im Sprechen und Denken, langsam in seinen Reaktionen miÃŸt er die Zeit nach eigenen MaÃŸstÃ¤ben. ZunÃ¤chst erkennt nur sein Lehrer, daÃŸ Johns eigenartige Behinderung auch VorzÃ¼ge hat - was er einmal erfaÃŸt hat, das behÃ¤lt er, das Einzigartige, das Detail begreift er besser als andere. John Franklin geht zur Marine, erlebt den Krieg und das Sterben. Beides trifft ihn um so furchtbarer, als er innerhalb des von ihm kaum begriffenen, chaotisch schnellen Geschehens einzelne VorgÃ¤nge wie in Zeitlupe ablaufen sieht. Er trÃ¤umt von friedlicher Entdeckung, will die legendÃ¤re Nordwestpassage finden.","Fiction,Historical,Historical Fiction,European Literature,German Literature,Novels,Historical,Travel,Philosophy,Contemporary,Roman,Classics",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1166112932l/10040._SY475_.jpg,3492207006,https://goodreads.com/book/show/10040.Die_Entdeckung_der_Langsamkeit,358,Die Entdeckung der Langsamkeit,45
"Bodie Thoene,Brock Thoene",Hardcover,"She is a singer of sweet songs . . . and a sinner. A searcher for truth . . . and an outcast. Life is fraught with danger in the village of Sychar in the first-century A.D. But for Abigail, the Samaritan woman, the danger lies not as much from the ever-present Roman soldiers but from the rabbi and the people of Sychar. A woman of renowned beauty, whose reputation was tarnished at an early age, Abigail is pregnant . . . and the father is not her elderly husband, Zakane. While protecting her lover's name, believing he will spirit her away, Abigail is imprisoned, then nearly stoned by her neighbors. She's befriended by the beggar Leah. But even the beggars, the lowest of the low, don't want her around. Abigail longs for love, kindness, a home for her soon-to-arrive baby . . . and forgiveness for her anguished soul. The answers will come from the most unlikely of places.","Christian Fiction,Historical,Historical Fiction,Christian,Fiction,Historical,Biblical Fiction,Religion,Romance,Christian Romance,Romance",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1406511204l/10041014.jpg,842375406,https://goodreads.com/book/show/10041014-twelfth-prophecy,289,Twelfth Prophecy,94
Joseph Nigg,Hardcover,"Dragons, unicorns, griffins, and sea monsters are only some of the many fantastic animals that continue to enthrall people, even though such creatures exist only in our imaginations. As such, they have animated human folklore for thousands of years, serving as metaphors for our fears, hopes, dreams, and struggles. Here is a modern collection of lore that reflects many different cultures as it focuses on a panoply of fantastic animals. From ancient Greece came the griffin, a combination eagle and lion who guarded a treasure of gold, and whose feathers gave sight to the blind. From Egypt came the mysterious Sphinx, half human and half lion, and from Persia came Karkadan, a large, ferocious, one-horned monster who could be captured and subdued only by a young maiden. Not all mythical beasts are fierce. Lung and other Chinese dragons are cheerful and benevolent, and Drakon was reputed to be a loyal guard of the Greeks' sacred springs and treasures. This profusely illustrated book tells stories of winged birds, scaled serpents, and legendary sea creatures. It also features a unique family tree of legendary bestial correspondences that traces dragon relationships from one culture's folklore to another. The more than 130 fantastic and vivid illustrations are all in color.","Fantasy,Fantasy,Mythology,Fantasy,Dragons,Reference,Fiction,Animals,Reference,Research",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348297682l/100410.jpg,764155105,https://goodreads.com/book/show/100410.The_Book_of_Dragons_Other_Mythical_Beasts,128,The Book of Dragons & Other Mythical Beasts,83
Ann   Lawrence,Paperback,"Video-game store owner Neil Scott transports himself into a virtual-reality game, where he must protect a beautiful aspiring queen. But in this harsh land vastly different from his own, Neil discovers a life worth struggling for, principles worth fighting for--and the love of a woman that can convince him love is worth dying for. (July)","Romance,Science Fiction,Science Fiction,Time Travel,Fantasy,Paranormal,Contemporary",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348269215l/1004110.jpg,505524929,https://goodreads.com/book/show/1004110.Virtual_Warrior,366,Virtual Warrior,110
Richard G. Boyer,Paperback,"Colonial Lives, offers a rich variety of archival documents in translation which bring to life the political and economic workings of Latin American colonies during 300 years of Spanish rule, as well as the day-to-day lives of the colonies' inhabitants. ,Intended to complement textbooks such as Burkholder and Johnson's ,Colonial Latin America, by presenting students with primary sources -- the raw materials on which the facts in other textbooks are based -- this reader strives to illustrate the impact of issues such as race, class, gender, sexuality, culture and religion in the daily lives of both natives and colonists alike. The concerns, struggles and perspectives of the inhabitants of colonial Latin America are reflected in transcripts of civil and criminal court cases, administrative reviews, ecclesiastical investigations, Inquisition trials, wills, and letters the editors have included in this reader. ,Each document is prefaced by an introduction that places it in the social and political context of the period. The book also includes a glossary of terms and lists of suggested further readings. Most uniquely, the book offers helpful thematic cross-referencing sections and an index of themes which allow instructors to easily adapt the book to their courses and to assign readings according to the criteria of their own specific curriculums.","Nonfiction,History",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348299779l/1004144.jpg,195125126,https://goodreads.com/book/show/1004144.Colonial_Lives,368,"Colonial Lives: Documents on Latin American History, 1550-1850",1
John Taylor Gatto,Hardcover,"In 1991, shortly after receiving both the New York State and New York City Teacher of the Year Awards, John Gatto resigned to begin a new career as an education reform advocate. In this collection of 16 essays, Gatto analyzes the problems of American education and suggests solutions for revitalizing the system -- prescriptions that run counter to current trends.","Education,Nonfiction,Sociology,Teaching,Politics,History,Childrens,Philosophy,Writing,Essays",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387732140l/1004169.jpg,1893163210,https://goodreads.com/book/show/1004169.A_Different_Kind_of_Teacher,230,A Different Kind of Teacher: Solving the Crisis of American Schooling,88
John Taylor Gatto,Paperback,"These 13 essays, presented at the 1993 National Grassroots Speakout on the Right to School Choice, illustrate how education reform actually works. Written by award-winning teachers and their students, these essays present successful teaching methods that work in both traditional and nontraditional classroom settings. Gattos voice is strong and unique. Thomas Moore, author of Care of the Soul","Education,Nonfiction,Teaching",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1180146092l/1004170.jpg,1893163423,https://goodreads.com/book/show/1004170.The_Exhausted_School,120,The Exhausted School: Bending The Bars Of Traditional Education,97
Bill Wallace,Paperback,"The puppy was small and fuzzy, with a friendly, wagging tail -- and Ricky was afraid of him! ,No wonder, since he was attacked by a dog when he was just a baby. So when a stray puppy comes sniffling around the farm, Ricky tells it to get lost. ,But the puppy keeps trying to play with Ricky. And every time Ricky's Mom feeds the cats, the little dog comes running. The cats aren't sharing their food, however, and the poor pup is slowly starving. ,If Ricky doesn't overcome his fear, the little puppy may die -- but if he lets himself get close enough to feed it, he may find the best friend he's ever had! ,Winner of the Texas Bluebonnet, the Oklahoma Sequoyah and the Nebraska Golden Sower Awards.","Childrens,Animals,Fiction,Realistic Fiction,Animals,Dogs,Childrens,Middle Grade,Young Adult,Classics,Childrens,Juvenile,Childrens,Chapter Books",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347423555l/1004183.jpg,671770810,https://goodreads.com/book/show/1004183.A_Dog_Called_Kitty,176,A Dog Called Kitty,56
Ronald Bergan,Paperback,"The perfect small-format, one-stop resource to appreciating and understanding films from Hollywood to Bollywood. Following the success of Isms: Understanding Art and Isms: Understanding Architectural Styles, this guide sorts the great classic films and directors according to the significant movements that have shaped the development of cinema. Beginning with the early silent era, it spans the entire range of movie history up to the present wave of indie films and the growing fascination with international cinema. Each spread is devoted to a distinct movement and explains when it first emerged, the principal directors, themes, and representative films, and is illustrated with film stills, posters, and photos. Important international cinematic breakthroughs are also highlighted, as well as the careers of international auteurs like Kurosawa, Fellini, and AlmodÃ³var. From prewar Expressionism to twenty-first-century Dystopianism, Film Ismsâ€¦ offers an engaging, new way of understanding movie history.","Culture,Film,Nonfiction,History,Reference",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320454499l/10041941.jpg,789322145,https://goodreads.com/book/show/10041941-film-isms,160,Film Isms...: Understanding Cinema,94
Diane Wing,Paperback,"Get Better Results by Increasing Your Psychic Sensitivity!, ,The True Nature of Tarot, dispels the myths and negative connotations that surround the tarot by sharing the personal experiences of the author, Diane Wing, a tarot reader with 25 years of experience. Tarot is discussed as a tool of enlightenment and understanding. Diane Wing shares intuitive techniques for reading that take you beyond the conventional card meanings and deep into tarot as a tool to channel energy and increase psychic sensitivity:,  Develop your own style of reading tarot, from choosing your deck to pulling information from the cards.   Learn how a reading is experienced from the perspectives of both the reader and the inquirer.   Understand the variables that impact the accuracy of your reading.   Discover ways to increase the amount of information pulled from the tarot.   Become expert at grounding and centering to maximize your energetic stability on a daily basis.   Learn powerful spreads that give you ways to see interactions between the cards.   Increase your awareness of the ethics of imparting information., ,Acclaim for The True Nature of Tarot, ""The True Nature of Tarot encourages readers to learn and explore the art of tarot. Wing provides readers with insight into the world of tarot in easy to understand terms. After reading this book you will have a desire to practice the tarot! Thank you Diane."", --Robin Marvel, author of ,Awakening Consciousness: A Girl's Guide, ""The True Nature of Tarot will open the eyes of the reader on how one can utilize the knowledge obtained through the tarot in achieving higher spiritual awareness and growth."", --Tracy Griffin, human performance professional, Griffin Consulting, Toronto, Canada, Learn More At: ,www.ForestWitch.com, Another empowering book from Marvelous Spirit Press ,www.MarvelousSpirit.com, ","Occult,Tarot",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347275514l/10042030.jpg,1615990216,https://goodreads.com/book/show/10042030-the-true-nature-of-tarot,198,The True Nature of Tarot: Your Path to Personal Empowerment (Modern Spirituality),141
